Month	Day	Year	T_avg	T_max	T_min	RH_avg	RH_max	RH_min	Precip	SVP	AVP	VPD
1	30	2005	7.2	15.6	1.7	38	54	25	0	1.016	0.386	0.630
1	31	2005	10.4	18.3	6.7	29	44	18	0	1.261	0.366	0.895
2	1	2005	10.6	18.3	6.1	21	36	14	0	1.278	0.268	1.010
2	2	2005	11.4	18.3	7.2	18	22	15	0	1.348	0.243	1.105
2	3	2005	13.2	21.7	7.2	38	84	17	0	1.517	0.577	0.941
2	4	2005	9	16.7	5.6	42	58	28	0	1.148	0.482	0.666
2	5	2005	8.1	14.4	5	50	72	33	0	1.080	0.540	0.540
2	6	2005	5.6	10.6	2.2	64	76	49	0	0.910	0.582	0.327
2	7	2005	2.5	6.1	1.1	91	96	83	11.18	0.731	0.665	0.066
2	8	2005	4.9	11.1	1.1	70	89	42	0	0.866	0.606	0.260
2	9	2005	6.8	12.8	2.8	53	64	41	0	0.988	0.524	0.464
2	10	2005	8.3	16.1	3.9	43	58	28	0	1.095	0.471	0.624
2	11	2005	9.1	15	5	42	69	29	0	1.156	0.485	0.670
2	12	2005	7.5	13.9	3.3	60	76	41	0	1.037	0.622	0.415
2	13	2005	5.1	6.7	3.3	91	97	65	30.99	0.878	0.799	0.079
2	14	2005	5.3	7.2	3.9	98	99	94	1.78	0.891	0.873	0.018
2	15	2005	5.4	7.2	3.9	91	99	74	2.54	0.897	0.816	0.081
2	16	2005	6.4	11.1	3.9	88	99	58	15.24	0.961	0.846	0.115
2	17	2005	8.4	13.9	4.4	67	95	49	0.25	1.102	0.739	0.364
2	18	2005	5.3	6.7	3.9	89	98	64	5.33	0.891	0.793	0.098
2	19	2005	5.4	9.4	3.3	90	98	66	34.04	0.897	0.807	0.090
2	20	2005	4.4	6.7	2.8	94	99	58	20.57	0.836	0.786	0.050
2	21	2005	5.8	11.7	3.3	89	99	67	10.67	0.922	0.821	0.101
2	22	2005	8.2	16.1	2.8	68	99	40	1.52	1.087	0.739	0.348
2	23	2005	9.2	15.6	5.6	53	80	31	0	1.164	0.617	0.547
2	24	2005	8.2	14.4	5	67	99	43	0	1.087	0.729	0.359
2	25	2005	6.9	12.8	3.3	77	99	56	0	0.995	0.766	0.229
2	26	2005	6.8	13.9	2.8	75	98	49	0	0.988	0.741	0.247
2	27	2005	4.6	7.8	1.1	90	98	69	29.97	0.848	0.763	0.085
2	28	2005	5	12.2	0.6	79	97	54	0.76	0.872	0.689	0.183
3	1	2005	5.3	10	1.7	71	98	52	22.1	0.891	0.632	0.258
3	2	2005	5.2	11.7	2.2	87	98	46	20.07	0.885	0.770	0.115
3	3	2005	6.6	11.1	2.2	72	97	57	0	0.975	0.702	0.273
3	4	2005	7.1	10.6	3.9	80	99	42	1.02	1.009	0.807	0.202
3	5	2005	13	20	6.7	35	48	25	0	1.498	0.524	0.974
3	6	2005	14.3	22.8	8.3	29	42	18	0	1.630	0.473	1.157
3	7	2005	14.3	20	9.4	46	83	25	0	1.630	0.750	0.880
3	8	2005	16.6	22.8	11.1	41	63	23	0	1.889	0.775	1.115
3	9	2005	16.1	21.7	10.6	47	62	32	0	1.830	0.860	0.970
3	10	2005	17.5	25.6	11.1	29	46	19	0	2.000	0.580	1.420
3	11	2005	18.9	26.1	13.9	25	40	17	0	2.184	0.546	1.638
3	12	2005	18.3	25	13.9	32	55	20	0	2.103	0.673	1.430
3	13	2005	13.8	21.1	6.1	20	38	9	0	1.578	0.316	1.262
3	14	2005	10.1	17.8	3.9	15	20	10	0	1.236	0.185	1.051
3	15	2005	10.9	17.8	5.6	23	39	13	0	1.304	0.300	1.004
3	16	2005	9	15	6.1	33	53	23	0	1.148	0.379	0.769
3	17	2005	8.4	15	5	38	52	24	0	1.102	0.419	0.683
3	18	2005	7.4	12.2	3.9	48	95	30	3.05	1.030	0.494	0.535
3	19	2005	4.8	6.7	2.2	98	99	96	72.39	0.860	0.843	0.017
3	20	2005	3.5	5	1.1	99	99	98	28.96	0.785	0.777	0.008
3	21	2005	4.7	8.9	2.2	94	99	75	21.08	0.854	0.803	0.051
3	22	2005	3.9	6.1	1.1	99	100	99	63.5	0.808	0.799	0.008
3	23	2005	2.1	3.9	0.6	99	99	98	48.26	0.711	0.704	0.007
3	24	2005	2.1	6.7	0	93	100	79	3.3	0.711	0.661	0.050
3	25	2005	5.1	10.6	-0.6	68	86	50	0	0.878	0.597	0.281
3	26	2005	9.2	16.7	3.9	55	79	33	0	1.164	0.640	0.524
3	27	2005	7.4	10.6	4.4	78	99	55	28.45	1.030	0.803	0.227
3	28	2005	4.7	11.1	1.7	82	99	47	3.05	0.854	0.700	0.154
3	29	2005	3.1	8.3	0	93	100	79	21.34	0.763	0.710	0.053
3	30	2005	6.7	15	0	48	88	24	0	0.981	0.471	0.510
3	31	2005	10.5	17.8	3.3	45	77	23	0	1.270	0.571	0.698
4	1	2005	11	17.8	6.7	54	74	33	0	1.313	0.709	0.604
4	2	2005	10.7	17.8	4.4	55	95	31	0	1.287	0.708	0.579
4	3	2005	1.9	5	0	87	98	59	26.92	0.701	0.610	0.091
4	4	2005	4.2	11.1	0	81	98	56	4.83	0.825	0.668	0.157
4	5	2005	10.5	18.3	2.8	53	75	29	0	1.270	0.673	0.597
4	6	2005	13.6	21.1	8.3	50	81	28	0	1.558	0.779	0.779
4	7	2005	4.1	7.2	1.7	87	100	31	21.08	0.819	0.713	0.106
4	8	2005	0.7	2.2	-0.6	98	99	97	22.1	0.643	0.630	0.013
4	9	2005	6.1	12.2	0.6	72	97	49	0	0.942	0.678	0.264
4	10	2005	9.6	16.1	3.3	48	66	35	0	1.195	0.574	0.622
4	11	2005	10	16.1	5.6	60	97	36	0	1.228	0.737	0.491
4	12	2005	7.8	14.4	1.1	57	87	27	0	1.058	0.603	0.455
4	13	2005	3.3	10.6	-0.6	63	86	34	0	0.774	0.488	0.286
4	14	2005	7	15	-1.1	44	71	29	0	1.002	0.441	0.561
4	15	2005	13	19.4	7.2	33	48	22	0	1.498	0.494	1.004
4	16	2005	15.1	21.7	7.2	38	47	30	0	1.716	0.652	1.064
4	17	2005	11	16.7	7.2	62	82	40	0	1.313	0.814	0.499
4	18	2005	9	15.6	2.8	43	73	22	0	1.148	0.494	0.654
4	19	2005	7.8	14.4	1.7	39	53	25	0	1.058	0.413	0.646
4	20	2005	9.9	16.7	2.8	44	56	29	0	1.220	0.537	0.683
4	21	2005	12.9	19.4	5.6	37	53	22	0	1.488	0.551	0.937
4	22	2005	13.2	22.8	6.1	48	99	17	3.05	1.517	0.728	0.789
4	23	2005	5.4	7.8	3.3	95	100	78	12.7	0.897	0.852	0.045
4	24	2005	6.3	8.3	3.9	93	100	78	1.27	0.955	0.888	0.067
4	25	2005	10	16.7	2.2	68	100	49	0	1.228	0.835	0.393
4	26	2005	13	18.9	7.8	60	75	47	0	1.498	0.899	0.599
4	27	2005	9.8	16.1	5.6	74	99	50	1.27	1.212	0.897	0.315
4	28	2005	7.8	12.8	4.4	84	100	61	0.76	1.058	0.889	0.169
4	29	2005	10.9	17.2	5.6	74	100	51	0	1.304	0.965	0.339
4	30	2005	11.4	18.3	6.7	62	84	43	0	1.348	0.836	0.512
5	1	2005	11.9	19.4	5.6	57	76	36	0	1.393	0.794	0.599
5	2	2005	14.3	21.1	8.9	52	67	37	0	1.630	0.848	0.782
5	3	2005	15.3	21.7	9.4	52	67	38	0	1.739	0.904	0.835
5	4	2005	11.6	16.1	7.8	75	100	53	6.1	1.366	1.024	0.341
5	5	2005	8.1	11.1	6.7	97	100	84	29.46	1.080	1.048	0.032
5	6	2005	8.1	15	5.6	89	100	56	1.02	1.080	0.961	0.119
5	7	2005	10.5	16.7	4.4	74	100	51	0	1.270	0.940	0.330
5	8	2005	6.8	8.3	4.4	98	100	70	71.37	0.988	0.968	0.020
5	9	2005	4.5	7.2	2.2	96	100	86	14.22	0.842	0.809	0.034
5	10	2005	6.7	12.2	0.6	78	100	58	0.51	0.981	0.765	0.216
5	11	2005	12.1	18.9	3.9	55	77	42	0	1.412	0.777	0.635
5	12	2005	15.8	22.8	7.8	52	63	42	0	1.795	0.933	0.862
5	13	2005	18	23.9	13.3	48	58	36	0	2.064	0.991	1.073
5	14	2005	18.3	25	11.7	53	74	40	0	2.103	1.115	0.989
5	15	2005	12.6	14.4	10.6	88	100	73	11.43	1.459	1.284	0.175
5	16	2005	9.8	16.1	5.6	81	100	54	15.75	1.212	0.981	0.230
5	17	2005	6.7	12.8	3.3	81	100	50	9.65	0.981	0.795	0.186
5	18	2005	7.7	11.1	4.4	100	100	98	133.1	1.051	1.051	0.000
5	19	2005	9.9	12.2	6.7	98	100	89	15.49	1.220	1.195	0.024
5	20	2005	12.6	18.9	7.8	66	100	32	0	1.459	0.963	0.496
5	21	2005	16.7	25	6.7	34	58	18	0	1.901	0.646	1.255
5	22	2005	20.7	26.1	15	39	59	31	0	2.442	0.952	1.489
5	23	2005	19.7	26.1	12.2	42	63	25	0	2.295	0.964	1.331
5	24	2005	21	28.3	12.8	35	43	29	0	2.487	0.870	1.617
5	25	2005	22.9	28.9	16.7	37	57	24	0	2.792	1.033	1.759
5	26	2005	23.4	29.4	17.8	45	59	35	0	2.878	1.295	1.583
5	27	2005	22.6	28.3	16.7	52	68	42	0	2.742	1.426	1.316
5	28	2005	14.8	21.1	7.2	48	68	24	0	1.684	0.808	0.875
5	29	2005	12.8	20	6.1	53	67	44	0	1.478	0.783	0.695
5	30	2005	17.5	25	8.9	56	71	44	0	2.000	1.120	0.880
5	31	2005	20.4	26.1	13.9	53	67	38	0	2.397	1.270	1.127
6	1	2005	19.2	25.6	12.2	41	59	25	0	2.225	0.912	1.313
6	2	2005	17.8	25	11.1	33	47	27	0	2.038	0.673	1.366
6	3	2005	19.2	26.1	11.7	30	40	22	0	2.225	0.667	1.557
6	4	2005	19.9	26.1	12.8	35	54	27	0	2.324	0.813	1.510
6	5	2005	12.6	18.9	6.1	46	68	27	0	1.459	0.671	0.788
6	6	2005	9.5	18.3	3.9	59	80	27	0.51	1.187	0.701	0.487
6	7	2005	10.4	18.9	2.2	51	75	32	0	1.261	0.643	0.618
6	8	2005	8.6	11.1	5	95	99	74	44.96	1.117	1.062	0.056
6	9	2005	13.6	20	9.4	89	100	67	6.86	1.558	1.386	0.171
6	10	2005	17.8	24.4	10	62	94	42	0	2.038	1.264	0.775
6	11	2005	18.9	25.6	11.7	46	74	30	0	2.184	1.005	1.179
6	12	2005	19.3	25.6	11.1	39	53	28	0	2.239	0.873	1.366
6	13	2005	21.9	28.9	15.6	34	52	24	0	2.628	0.893	1.734
6	14	2005	21.2	28.3	15.6	40	51	29	0	2.518	1.007	1.511
6	15	2005	19.5	26.1	13.3	33	45	27	0	2.267	0.748	1.519
6	16	2005	8.8	13.3	4.4	62	97	29	25.91	1.133	0.702	0.430
6	17	2005	7.6	10.6	5	87	99	63	3.56	1.044	0.908	0.136
6	18	2005	10.2	16.7	5	76	99	53	0.25	1.245	0.946	0.299
6	19	2005	13.8	20.6	6.7	59	90	41	0	1.578	0.931	0.647
6	20	2005	17.2	23.9	9.4	51	77	38	0	1.962	1.001	0.962
6	21	2005	17.7	23.3	12.2	50	66	37	0	2.025	1.013	1.013
6	22	2005	19.2	25.6	11.7	40	54	29	0	2.225	0.890	1.335
6	23	2005	20.4	27.8	13.9	41	50	32	0	2.397	0.983	1.414
6	24	2005	20.5	26.7	15	47	61	40	0	2.412	1.133	1.278
6	25	2005	18.8	25.6	13.3	48	62	33	0	2.170	1.042	1.128
6	26	2005	18.7	25.6	12.8	43	55	34	0	2.157	0.927	1.229
6	27	2005	18.3	24.4	13.3	44	54	33	0	2.103	0.925	1.178
6	28	2005	20	26.7	13.3	44	56	35	0	2.338	1.029	1.309
6	29	2005	23.7	29.4	15.6	43	52	35	0	2.931	1.260	1.670
6	30	2005	25.2	30	20	44	59	32	0	3.206	1.411	1.795
7	1	2005	25.7	31.1	19.4	40	53	30	0	3.302	1.321	1.981
7	2	2005	24.3	30	18.9	41	52	28	0	3.038	1.246	1.792
7	3	2005	23.8	30.6	17.8	34	48	23	0	2.948	1.002	1.946
7	4	2005	24.5	28.9	18.3	33	43	27	0	3.075	1.015	2.060
7	5	2005	24	28.9	19.4	42	54	36	0	2.984	1.253	1.731
7	6	2005	23.8	29.4	18.9	47	58	38	0	2.948	1.386	1.563
7	7	2005	23.4	28.9	17.2	52	75	39	0	2.878	1.497	1.382
7	8	2005	21.7	27.8	16.1	53	76	30	0	2.596	1.376	1.220
7	9	2005	19.2	23.9	15	57	70	41	0	2.225	1.268	0.957
7	10	2005	20.5	26.7	14.4	48	67	35	0	2.412	1.158	1.254
7	11	2005	23.8	29.4	17.2	47	65	34	0	2.948	1.386	1.563
7	12	2005	26.6	32.2	20.6	45	60	34	0	3.483	1.567	1.915
7	13	2005	27.3	33.3	21.1	43	57	34	0	3.629	1.560	2.068
7	14	2005	27.9	33.9	21.1	41	55	32	0	3.758	1.541	2.217
7	15	2005	25.6	32.2	22.2	45	54	36	0	3.283	1.477	1.806
7	16	2005	29.1	35.6	22.2	33	43	25	0	4.029	1.330	2.699
7	17	2005	29.9	36.1	23.9	34	52	21	0	4.219	1.434	2.784
7	18	2005	29.3	34.4	23.9	43	61	31	0	4.076	1.753	2.323
7	19	2005	27.8	33.9	21.7	44	62	26	0	3.736	1.644	2.092
7	20	2005	28.1	35	21.1	34	48	26	0	3.802	1.293	2.509
7	21	2005	25	30.6	20.6	46	61	36	0	3.168	1.457	1.711
7	22	2005	24.7	31.1	18.9	37	61	24	0	3.112	1.151	1.960
7	23	2005	26.5	34.4	18.3	25	43	13	0	3.462	0.866	2.597
7	24	2005	26.5	33.3	20	31	43	21	0	3.462	1.073	2.389
7	25	2005	26.1	32.2	19.4	35	50	18	0	3.381	1.183	2.198
7	26	2005	27.4	33.9	21.7	32	50	20	0	3.650	1.168	2.482
7	27	2005	26.9	33.3	20.6	33	51	19	0	3.544	1.170	2.375
7	28	2005	26.5	32.2	20.6	28	41	18	0	3.462	0.969	2.493
7	29	2005	26.5	32.2	21.1	37	48	29	0	3.462	1.281	2.181
7	30	2005	26.6	32.2	20.6	39	52	31	0	3.483	1.358	2.124
7	31	2005	26.1	32.8	20.6	30	47	14	0	3.381	1.014	2.367
8	1	2005	24.9	32.2	18.3	24	36	13	0	3.149	0.756	2.393
8	2	2005	23.9	31.1	16.7	22	27	15	0	2.966	0.653	2.314
8	3	2005	25.4	31.1	18.3	24	29	20	0	3.244	0.779	2.465
8	4	2005	27	32.8	22.8	27	43	19	0	3.565	0.963	2.603
8	5	2005	27.8	34.4	22.2	27	43	12	0	3.736	1.009	2.727
8	6	2005	28.2	34.4	22.8	22	32	14	0	3.824	0.841	2.983
8	7	2005	28.1	35	21.7	25	32	19	0	3.802	0.950	2.851
8	8	2005	26.9	32.8	21.7	32	46	24	0	3.544	1.134	2.410
8	9	2005	26.4	33.3	20.6	28	40	19	0	3.442	0.964	2.478
8	10	2005	25.6	31.7	20	27	37	19	0	3.283	0.886	2.396
8	11	2005	25.6	32.2	19.4	28	39	21	0	3.283	0.919	2.364
8	12	2005	26.4	32.2	20.6	28	36	20	0	3.442	0.964	2.478
8	13	2005	24.6	30	18.9	34	55	21	0	3.093	1.052	2.041
8	14	2005	23.9	29.4	18.3	42	52	25	0	2.966	1.246	1.720
8	15	2005	21.9	28.3	17.8	47	59	34	0	2.628	1.235	1.393
8	16	2005	22.6	29.4	15.6	40	58	25	0	2.742	1.097	1.645
8	17	2005	23.8	30.6	18.3	38	46	30	0	2.948	1.120	1.828
8	18	2005	21.9	27.8	16.7	36	49	27	0	2.628	0.946	1.682
8	19	2005	22	28.9	17.2	34	47	27	0	2.644	0.899	1.745
8	20	2005	23.1	29.4	16.1	35	46	27	0	2.826	0.989	1.837
8	21	2005	24.1	30	18.3	30	41	22	0	3.002	0.901	2.101
8	22	2005	25.4	32.2	18.9	26	36	18	0	3.244	0.843	2.401
8	23	2005	25.2	32.2	18.3	29	43	22	0	3.206	0.930	2.276
8	24	2005	23.5	30	17.8	28	39	21	0	2.896	0.811	2.085
8	25	2005	23.3	30	17.8	28	33	20	0	2.861	0.801	2.060
8	26	2005	24.4	31.7	17.8	24	35	16	0	3.056	0.734	2.323
8	27	2005	25.4	33.3	20	32	40	25	0	3.244	1.038	2.206
8	28	2005	25.2	32.2	20	32	39	24	0	3.206	1.026	2.180
8	29	2005	21.7	27.8	15	24	37	17	0	2.596	0.623	1.973
8	30	2005	22.9	33.3	13.9	18	24	12	0	2.792	0.503	2.290
8	31	2005	24.1	31.1	17.8	19	29	12	0	3.002	0.570	2.432
9	1	2005	24.2	31.7	18.9	24	32	16	0	3.020	0.725	2.295
9	2	2005	23.4	30	17.8	24	29	17	0	2.878	0.691	2.187
9	3	2005	21.6	28.9	16.7	25	35	14	0	2.580	0.645	1.935
9	4	2005	19.9	25.6	15.6	26	35	21	0	2.324	0.604	1.720
9	5	2005	20.6	27.8	14.4	26	32	19	0	2.427	0.631	1.796
9	6	2005	20.9	28.9	15	29	37	20	0	2.472	0.717	1.755
9	7	2005	21.1	28.3	15.6	31	40	22	0	2.502	0.776	1.727
9	8	2005	19.7	25.6	14.4	39	55	30	0	2.295	0.895	1.400
9	9	2005	16.5	23.3	11.1	56	79	37	0	1.877	1.051	0.826
9	10	2005	12.4	17.8	8.9	64	84	42	0	1.440	0.922	0.518
9	11	2005	13.1	19.4	7.8	52	67	37	0	1.508	0.784	0.724
9	12	2005	15.1	22.2	10	39	54	29	0	1.716	0.669	1.047
9	13	2005	16.4	22.8	11.1	42	59	33	0	1.865	0.783	1.082
9	14	2005	16.9	23.3	12.2	44	60	34	0	1.925	0.847	1.078
9	15	2005	18.2	25.6	13.3	41	52	31	0	2.090	0.857	1.233
9	16	2005	16.3	22.8	12.2	48	63	37	0	1.853	0.890	0.964
9	17	2005	14.8	21.7	9.4	56	76	35	0	1.684	0.943	0.741
9	18	2005	17.5	24.4	10.6	36	46	23	0	2.000	0.720	1.280
9	19	2005	22.5	31.1	15	21	31	8	0	2.726	0.572	2.153
9	20	2005	22.2	30.6	15.6	23	45	7	0	2.676	0.616	2.061
9	21	2005	20.1	26.1	14.4	42	52	33	0	2.353	0.988	1.365
9	22	2005	20	26.7	15	31	42	21	0	2.338	0.725	1.613
9	23	2005	16	21.1	10	38	65	24	0	1.818	0.691	1.127
9	24	2005	14.7	22.8	7.8	32	56	20	0	1.673	0.535	1.137
9	25	2005	17.5	25	10.6	23	27	18	0	2.000	0.460	1.540
9	26	2005	16.2	21.7	10	50	97	21	6.86	1.842	0.921	0.921
9	27	2005	16.6	22.8	9.4	60	98	43	0	1.889	1.133	0.756
9	28	2005	22.7	32.8	15.6	22	42	13	0	2.759	0.607	2.152
9	29	2005	22.5	30.6	16.1	21	35	13	0	2.726	0.572	2.153
9	30	2005	21.9	29.4	16.7	28	34	17	0	2.628	0.736	1.892
10	1	2005	16.6	22.8	11.1	50	78	31	0	1.889	0.945	0.945
10	2	2005	11.2	17.2	6.1	66	79	54	0	1.330	0.878	0.452
10	3	2005	8.9	16.7	3.9	63	93	36	0	1.140	0.718	0.422
10	4	2005	12	20.6	3.9	38	74	16	0	1.403	0.533	0.870
10	5	2005	16.2	23.3	10	20	25	10	0	1.842	0.368	1.473
10	6	2005	18	25.6	11.1	19	31	10	0	2.064	0.392	1.672
10	7	2005	18	25.6	11.7	33	53	22	0	2.064	0.681	1.383
10	8	2005	12.8	20	8.9	49	62	37	0	1.478	0.724	0.754
10	9	2005	16.1	22.8	10.6	32	54	21	0	1.830	0.586	1.244
10	10	2005	17.3	24.4	12.8	28	40	17	0	1.975	0.553	1.422
10	11	2005	17.4	25	12.8	37	45	27	0	1.987	0.735	1.252
10	12	2005	19.6	28.3	13.3	29	42	17	0	2.281	0.661	1.620
10	13	2005	19.5	26.7	13.9	31	38	23	0	2.267	0.703	1.564
10	14	2005	17.1	25.6	7.8	34	61	22	0	1.950	0.663	1.287
10	15	2005	9.1	15	5.6	78	98	54	12.19	1.156	0.902	0.254
10	16	2005	16.9	26.7	8.9	32	50	21	0.25	1.925	0.616	1.309
10	17	2005	21	29.4	15.6	25	44	13	0	2.487	0.622	1.865
10	18	2005	14.3	21.1	8.3	56	92	38	0	1.630	0.913	0.717
10	19	2005	10.1	15.6	7.8	92	100	68	0.25	1.236	1.137	0.099
10	20	2005	14.1	20	8.9	64	90	46	0	1.609	1.030	0.579
10	21	2005	16.7	23.9	10.6	46	72	30	0	1.901	0.875	1.027
10	22	2005	17.3	24.4	12.8	40	53	29	0	1.975	0.790	1.185
10	23	2005	16.6	24.4	11.7	45	56	30	0	1.889	0.850	1.039
10	24	2005	17.4	24.4	12.8	38	47	30	0	1.987	0.755	1.232
10	25	2005	13.4	19.4	8.3	55	73	38	0	1.537	0.846	0.692
10	26	2005	7.5	8.9	6.1	96	100	74	30.73	1.037	0.995	0.041
10	27	2005	7.6	14.4	5	84	100	55	0.25	1.044	0.877	0.167
10	28	2005	6.2	7.8	5	99	100	87	39.37	0.948	0.939	0.009
10	29	2005	8.8	12.8	6.7	96	100	84	1.52	1.133	1.087	0.045
10	30	2005	11.1	19.4	5	64	85	39	0	1.321	0.846	0.476
10	31	2005	16.3	23.3	10.6	30	53	11	0	1.853	0.556	1.297
11	1	2005	13.7	17.8	11.1	46	53	36	0	1.568	0.721	0.847
11	2	2005	7.8	11.7	3.3	74	98	47	0.25	1.058	0.783	0.275
11	3	2005	5	7.8	3.3	83	100	61	31.75	0.872	0.724	0.148
11	4	2005	6.4	8.3	5	100	100	99	21.84	0.961	0.961	0.000
11	5	2005	6.9	11.1	3.9	86	100	70	0	0.995	0.856	0.139
11	6	2005	9.4	13.9	6.7	80	100	57	0.25	1.179	0.944	0.236
11	7	2005	7.9	8.9	6.7	97	100	90	29.21	1.065	1.034	0.032
11	8	2005	11.6	18.9	7.2	78	100	46	17.78	1.366	1.065	0.301
11	9	2005	12.8	21.7	8.3	62	96	34	0	1.478	0.917	0.562
11	10	2005	11.2	16.7	7.8	73	98	48	0	1.330	0.971	0.359
11	11	2005	8.9	12.8	6.7	79	94	52	0	1.140	0.901	0.239
11	12	2005	10.7	14.4	6.1	63	97	25	0	1.287	0.811	0.476
11	13	2005	12.6	17.2	9.4	41	69	15	0	1.459	0.598	0.861
11	14	2005	13.8	20	10	47	67	32	0	1.578	0.742	0.836
11	15	2005	13.7	20	9.4	26	35	20	0	1.568	0.408	1.160
11	16	2005	14.5	21.1	10	31	52	21	0	1.651	0.512	1.139
11	17	2005	15.3	23.3	10.6	23	35	12	0	1.739	0.400	1.339
11	18	2005	16.5	22.8	12.8	18	39	8	0	1.877	0.338	1.539
11	19	2005	16.8	23.3	12.8	17	37	6	0	1.913	0.325	1.588
11	20	2005	15.6	22.8	11.1	25	38	16	0	1.772	0.443	1.329
11	21	2005	14.8	21.7	11.1	27	38	17	0	1.684	0.455	1.229
11	22	2005	14.5	21.7	10.6	26	33	18	0	1.651	0.429	1.222
11	23	2005	14.8	21.7	10.6	25	35	16	0	1.684	0.421	1.263
11	24	2005	12.8	17.2	10	42	63	29	0	1.478	0.621	0.857
11	25	2005	6.1	10	1.7	90	100	56	37.34	0.942	0.847	0.094
11	26	2005	3.4	10	0	52	88	31	0	0.780	0.405	0.374
11	27	2005	3.9	8.9	0	27	47	9	0	0.808	0.218	0.590
11	28	2005	1.2	3.3	-0.6	77	100	32	18.54	0.666	0.513	0.153
11	29	2005	4.4	5.6	2.8	100	100	100	16.76	0.836	0.836	0.000
11	30	2005	4.2	6.7	2.8	100	100	100	18.03	0.825	0.825	0.000
12	1	2005	6.6	8.9	2.8	100	100	100	142.2	0.975	0.975	0.000
12	2	2005	2.4	6.7	-0.6	79	100	54	0	0.726	0.574	0.152
12	3	2005	2.3	7.2	0	56	85	35	0	0.721	0.404	0.317
12	4	2005	4.4	10.6	0	39	62	25	0	0.836	0.326	0.510
12	5	2005	6.6	12.2	2.2	35	54	20	0	0.975	0.341	0.634
12	6	2005	8.2	13.3	5	21	36	13	0	1.087	0.228	0.859
12	7	2005	5.6	8.9	2.8	53	100	17	0	0.910	0.482	0.427
12	8	2005	7.3	13.3	3.9	71	95	48	0	1.023	0.726	0.297
12	9	2005	9.7	17.2	4.4	42	60	25	0	1.203	0.505	0.698
12	10	2005	10.7	16.7	7.8	28	56	19	0	1.287	0.360	0.926
12	11	2005	7.8	11.1	5.6	38	56	22	0	1.058	0.402	0.656
12	12	2005	6.9	13.3	3.9	54	73	38	0	0.995	0.537	0.458
12	13	2005	8	14.4	3.9	54	75	37	0	1.073	0.579	0.493
12	14	2005	6.3	12.2	2.8	45	67	28	0	0.955	0.430	0.525
12	15	2005	7.3	14.4	3.3	42	63	29	0	1.023	0.430	0.593
12	16	2005	4.9	11.1	1.7	55	74	36	0	0.866	0.476	0.390
12	17	2005	2.2	3.9	0.6	77	100	58	3.3	0.716	0.551	0.165
12	18	2005	6.5	8.3	3.3	100	100	100	96.27	0.968	0.968	0.000
12	19	2005	8.7	10.6	7.8	95	100	53	29.72	1.125	1.069	0.056
12	20	2005	10	12.8	7.2	66	97	43	8.13	1.228	0.810	0.418
12	21	2005	8.4	10.6	6.1	98	100	88	79.76	1.102	1.080	0.022
12	22	2005	10.8	11.1	10	100	100	100	95.5	1.295	1.295	0.000
12	23	2005	12.9	18.9	10	91	100	59	1.78	1.488	1.354	0.134
12	24	2005	12.7	17.8	7.8	54	100	31	0	1.469	0.793	0.676
12	25	2005	7.2	9.4	5	98	100	83	68.07	1.016	0.995	0.020
12	26	2005	4.5	6.1	3.3	100	100	100	22.86	0.842	0.842	0.000
12	27	2005	5.1	7.8	3.3	92	100	63	49.02	0.878	0.808	0.070
12	28	2005	5.6	7.8	2.8	100	100	100	68.07	0.910	0.910	0.000
12	29	2005	3.1	8.3	0	93	100	73	7.11	0.763	0.710	0.053
12	30	2005	5.3	8.3	1.1	100	100	100	142.5	0.891	0.891	0.000
12	31	2005	6	8.9	2.8	100	100	97	91.69	0.935	0.935	0.000
1	1	2006	3.9	6.1	1.7	86	100	34	43.94	0.808	0.694	0.113
1	2	2006	4.1	5	2.8	100	100	100	9.91	0.819	0.819	0.000
1	3	2006	2.5	3.3	1.1	99	100	92	8.38	0.731	0.724	0.007
1	4	2006	7.8	16.7	2.2	80	100	45	2.79	1.058	0.847	0.212
1	5	2006	12.2	18.3	8.3	44	56	34	0	1.421	0.625	0.796
1	6	2006	12.5	17.8	7.8	36	64	23	0	1.449	0.522	0.928
1	7	2006	5	7.8	3.9	96	100	49	6.86	0.872	0.837	0.035
1	8	2006	6.2	10.6	2.8	80	100	53	0.76	0.948	0.759	0.190
1	9	2006	8.5	16.1	4.4	59	90	32	0	1.110	0.655	0.455
1	10	2006	6.2	10.6	3.9	67	100	44	2.03	0.948	0.635	0.313
1	11	2006	5.2	7.2	3.3	100	100	100	22.61	0.885	0.885	0.000
1	12	2006	6.9	13.3	1.7	66	100	20	0	0.995	0.657	0.338
1	13	2006	8.2	10.6	5	64	100	44	0	1.087	0.696	0.391
1	14	2006	2.1	5.6	0	100	100	99	43.43	0.711	0.711	0.000
1	15	2006	1	6.1	-1.1	85	100	53	0	0.657	0.558	0.099
1	16	2006	2.7	7.2	-0.6	54	79	34	0	0.742	0.401	0.341
1	17	2006	3.1	5	1.1	85	100	69	32.26	0.763	0.649	0.114
1	18	2006	1.7	3.3	0	100	100	100	5.08	0.691	0.691	0.000
1	19	2006	2.3	8.9	-1.1	85	100	53	0	0.721	0.613	0.108
1	20	2006	2.1	7.8	0	76	100	52	0.76	0.711	0.540	0.171
1	21	2006	3.3	7.2	0.6	88	100	61	0	0.774	0.681	0.093
1	22	2006	5.4	12.2	0.6	42	100	22	0	0.897	0.377	0.520
